id,outbreak_data_id,covidence_id,pathogen,asymptomatic_transmission,cases_asymptomatic,cases_confirmed,cases_mode_detection,cases_severe,cases_suspected,cases_unspecified,deaths,female_cases,male_cases,ongoing,outbreak_country,outbreak_date_year,outbreak_duration_months,outbreak_end_day,outbreak_end_month,outbreak_location,outbreak_start_day,outbreak_start_month,outbreak_start_year,population_size,pre_outbreak,prop_female_cases,prop_male_cases,type_cases_sex_disagg,outbreak_start_date,outbreak_end_date
fd6828e254cb39d1ebdd3eae053ecd53,adaec6bcda456f827152d198aab10d23,3622,Zika virus,FALSE,NA,121,Molecular (PCR etc),NA,NA,NA,NA,NA,NA,FALSE,Suriname,2016,11,23,Aug,Wanica,2,Oct,2015,NA,Disease-free baseline,NA,NA,NA,2015-10-02,2016-08-23
178dab8d83da512407da39fd57116aab,87c242f30411fcc92b3c42f20aa0a2e8,3967,Zika virus,FALSE,NA,35,Molecular (PCR etc),NA,389,NA,NA,NA,NA,TRUE,France,2016,NA,25,Feb,Guadeloupe,NA,Jan,2016,NA,Disease-free baseline,NA,NA,NA,2016-01-15,2016-02-25
178dab8d83da512407da39fd57116aab,3e77177a56b13036004c806036397f81,3967,Zika virus,FALSE,NA,NA,Unspecified,NA,1030,NA,NA,NA,NA,TRUE,France,2016,NA,25,Feb,French Guiana,NA,Dec,2015,NA,Disease-free baseline,NA,NA,NA,2015-12-15,2016-02-25
178dab8d83da512407da39fd57116aab,a2d5c4bd056e65bc4e0d11451b048529,3967,Zika virus,FALSE,NA,203,Unspecified,NA,7600,NA,NA,142,61,TRUE,France,2016,NA,25,Feb,Martinique,24,Nov,2015,NA,Disease-free baseline,0.57,0.43,Confirmed,2015-11-24,2016-02-25
178dab8d83da512407da39fd57116aab,6dfcc0889bd87229dffe80d2a7bd91f1,3967,Zika virus,FALSE,NA,11,Molecular (PCR etc),NA,58,NA,NA,NA,NA,FALSE,France,2016,NA,25,Feb,Saint-Martin,NA,Feb,2016,NA,Disease-free baseline,NA,NA,NA,2016-02-15,2016-02-25
0da21d1cdff14c0158844f1d7e759da2,490ed5348c515e263492628cf7d869b6,4032,Zika virus,FALSE,NA,NA,Unspecified,NA,5235,NA,NA,NA,NA,TRUE,Dominican Republic,2016,NA,31,Dec,NA,1,Jan,2016,9980000,Unspecified,NA,NA,NA,2016-01-01,2016-12-31
18cae44079ebd4e1e20eb53e7506ecf9,92a651de7cc34792ee5a9b25fcd37e6d,4427,Zika virus,FALSE,NA,455,Molecular (PCR etc),NA,NA,NA,NA,192,263,FALSE,Singapore,2016,NA,30,Nov,NA,21,Aug,2016,NA,Disease-free baseline,42,58,Confirmed,2016-08-21,2016-11-30
91166b66e6c350faf279df49cf120ca2,36ddb9fd15375d029d9bf91e4928bcc6,5667,Zika virus,FALSE,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,United States,2018,NA,NA,NA,Hidalgo County; Texas,NA,NA,2016,NA,Unspecified,NA,NA,NA,2016-01-15,2018-01-15
adce3d508df6c5bad06cc41d0d4f494e,761febe95704cd5a8b033afe69233d00,5673,Zika virus,FALSE,NA,153,Molecular (PCR etc),NA,1925,NA,NA,NA,NA,FALSE,India,2018,NA,16,Nov,Jaipur; Rajasthan,NA,NA,2018,NA,Unspecified,NA,NA,NA,2018-01-15,2018-11-16
2e69406e1e0aafbaa7001ebc43d44e7f,e70012218a53035d53086710a09def7c,5753,Zika virus,FALSE,NA,1825,Molecular (PCR etc),NA,10775,NA,NA,1553,682,FALSE,Brazil,2016,NA,NA,Dec,Tocantins,NA,Jul,2015,1565062,Unspecified,NA,NA,Unspecified,2015-07-15,2016-12-15
a9028b9970a9759ce2dcb48d7a41bfb2,e7734efd68e6d9835702be58804241f4,5760,Zika virus,FALSE,NA,28,Molecular (PCR etc),NA,NA,NA,NA,15,13,FALSE,Thailand,2009,NA,NA,NA,"Ratchaburi, Bangkok",NA,NA,2006,NA,NA,NA,NA,Confirmed,2006-01-15,2009-01-15
39782d8981542487160d9aa0ca9e67e3,fefadc850b3e5c8d121a8f316a6f58a3,5816,Zika virus,FALSE,NA,256,Molecular (PCR etc),NA,NA,NA,NA,NA,NA,FALSE,United States,2016,NA,28,Dec,Miami-Dade,7,Jul,2016,NA,Disease-free baseline,NA,NA,NA,2016-07-07,2016-12-28
e40025e1b40113556d07ba51692c53c0,0c82c17c294b9171db19f61ffd7f0856,5845,Zika virus,FALSE,NA,67,Molecular (PCR etc),NA,NA,NA,NA,NA,NA,FALSE,India,2021,NA,NA,Oct,"Kerala, Punjab, Rajasthan, Uttar Pradesh (Up), Jharkhand",NA,May,2021,NA,Unspecified,NA,NA,NA,2021-05-15,2021-10-15
d8e6001f9b980c1d031b7a992db43204,f72240100d4cb558a5c638feabf39021,5917,Zika virus,FALSE,NA,1723,Molecular (PCR etc),NA,NA,NA,NA,1578,NA,FALSE,Brazil,2017,NA,NA,Jul,Minas Gerais State,NA,Dec,2015,NA,Unspecified,91.6,NA,Confirmed,2015-12-15,2017-07-15
90aac5b534f99c87167d1f6c39be323f,173b3910ae758a0178e73f79bd0989fa,5927,Zika virus,FALSE,NA,2300,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Thailand,2018,NA,NA,NA,Samut Songkhram,NA,NA,2016,NA,NA,NA,NA,NA,2016-01-15,2018-01-15
32bcbc87d86ba3d8ca19f8746465e93b,5c47d55680a9757111e02df5fbef228f,6070,Zika virus,FALSE,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,India,NA,NA,NA,NA,Tamil Nadu,NA,Jun,2017,NA,Unspecified,NA,NA,NA,2017-06-15,NA
32bcbc87d86ba3d8ca19f8746465e93b,15e3872022648c7edb9ba2e7506735cf,6070,Zika virus,FALSE,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,India,NA,NA,NA,NA,Rajasthan,21,Sep,2018,NA,Unspecified,NA,NA,NA,2018-09-21,NA
32bcbc87d86ba3d8ca19f8746465e93b,47340f249cecba167ba5c86730a0cbb7,6070,Zika virus,FALSE,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,India,NA,NA,NA,NA,Madhya Pradesh,30,Oct,2018,NA,Unspecified,NA,NA,NA,2018-10-30,NA
32bcbc87d86ba3d8ca19f8746465e93b,749782033d6717dcb75774662ed94ddc,6070,Zika virus,FALSE,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,India,NA,NA,NA,NA,Kerala,8,Jul,2021,NA,Unspecified,NA,NA,NA,2021-07-08,NA
32bcbc87d86ba3d8ca19f8746465e93b,7c07dd7014fc74e1c0c351bf6b26a601,6070,Zika virus,FALSE,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,India,NA,NA,NA,NA,Maharashtra,31,Jul,2021,NA,Unspecified,NA,NA,NA,2021-07-31,NA
32bcbc87d86ba3d8ca19f8746465e93b,c4f09eb6f497f13fd537af1bd36d6565,6070,Zika virus,FALSE,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,India,NA,NA,NA,NA,Uttar Pradesh,23,Oct,2021,NA,Unspecified,NA,NA,NA,2021-10-23,NA
8270b154367cf352c24c23617bdfae07,a2dace73ab2942e2ca1c2afef1aacfd0,6163,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,40741,NA,NA,NA,NA,FALSE,Colombia,2016,NA,NA,NA,NA,NA,NA,2015,NA,Unspecified,NA,NA,Unspecified,2015-01-15,2016-01-15
f80ba013fbc2fafa95cd7458e1456133,1d42bc0f0832d8f821ec62708ba1d138,6239,Zika virus,FALSE,NA,159,Molecular (PCR etc),NA,NA,NA,NA,104,55,FALSE,India,2018,NA,22,Nov,"Shastri Nagar And Surrounding Area Jaipur,
Rajasthan",15,Sep,2018,NA,Unspecified,0.654,0.346,NA,2018-09-15,2018-11-22
c3b9b87457ffa5e8e551ba1bf7bfefa5,eb39dab23be27fedae8a73c00d929541,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,788,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Arauca,NA,NA,2015,89712,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,b02497e3b009e7bceef98d5c4d942bca,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,189,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Armenia,NA,NA,2015,298199,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,d5fb0f67576ea620b75d97ec2703409c,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,4665,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Barranquilla,NA,NA,2015,1223616,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,9e7fb0c383983b6330ec453d1bd2a417,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,4322,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Bucaramanga,NA,NA,2015,528269,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,c7bdc7297d6fa821d8f9d71a1b18e3b3,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,16279,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Cali,NA,NA,2015,2394925,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,484ae63feee123edcee69b4b0c7ab561,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,1021,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Cartagena,NA,NA,2015,1013389,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,ee67c2a32ecee9604318f11d95085fdf,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,6485,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Cúcuta,NA,NA,2015,656380,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,c964b36c29760e55f1e59fe194604619,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,663,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Florencia,NA,NA,2015,175407,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,52e71bc8ddaa65437251026043fd91c2,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,4076,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Ibagué,NA,NA,2015,558805,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,b520d01df86beb8c603a421c9eb968c5,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,12,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Inírida,NA,NA,2015,19983,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,0c29bf6331a45256ccca0b3993cb68e4,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,278,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Leticia,NA,NA,2015,41639,Disease-free baselineDisease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,05acd09bd01d36ac2bb1c28bd498fb86,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,549,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Medellín,NA,NA,2015,2486723,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,6fc9a2bdb70497e891df5239b3c67a8c,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,17,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Mitú,NA,NA,2015,31861,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,a469c5b1ce64bbf0f57397f79f0e34aa,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,57,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Mocoa,NA,NA,2015,42882,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,4db868c7b6bbf258c7d7ac0dab00063e,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,1785,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Montería,NA,NA,2015,447668,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,dfd3f9189be53e7b20fbcfab7a3a1824,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,3409,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Neiva,NA,NA,2015,344026,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,5254e7cd0c9840583810f0088bd5d87d,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,463,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Pereira,NA,NA,2015,472000,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,858d45725af89abc54900b8362b7bf46,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,51,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Popayán,NA,NA,2015,280054,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,0bc0af4edc119aa43cd4ba4f00f82b16,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,17,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Puerto Carreño,NA,NA,2015,16000,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,a8f41e0935d7b4a8afb7da0e25272663,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,14,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Quibdó,NA,NA,2015,115907,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,660d0b8920fb008bcb6495840ae34f95,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,279,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Riohacha,NA,NA,2015,268712,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,ebef16514b77b833fb2ab5aa7c471287,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,1109,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,San Andrés,NA,NA,2015,71946,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,4685004f6fb4ddcf86dff1ae3a1a5fbb,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,154,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,San José Del Guaviare,NA,NA,2015,65611,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,8ec21424ec9f17a3748046bb042d1cf9,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,1913,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Santa Marta,NA,NA,2015,491535,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,deef62ae57ea1c4eb20aaa29fecd4232,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,856,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Sincelejo,NA,NA,2015,279031,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,b7e41a0b30ce1052501b43c30f68387c,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,788,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Valledupar,NA,NA,2015,463219,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,53e0c546a783ac602be107dbe9eb2b49,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,2377,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Villavicencio,NA,NA,2015,495227,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
c3b9b87457ffa5e8e551ba1bf7bfefa5,f69cabbc1fb73709f75ec3c50c1dc9f8,6321,Zika virus,FALSE,NA,NA,Confirmed + Suspected,NA,2121,NA,NA,NA,NA,FALSE,Colombia,2017,NA,NA,NA,Yopal,NA,NA,2015,142979,Disease-free baseline,NA,NA,NA,2015-01-15,2017-01-15
7eb867b5af821d4eb44158986a9d342a,a80a3d65ed8876cee4c84a32c2fbbd91,6371,Zika virus,TRUE,1,4,Molecular (PCR etc),NA,54,NA,NA,3,1,TRUE,Angola,NA,7,NA,NA,NA,NA,Dec,2016,NA,Disease-free baseline,0.75,0.25,NA,2016-12-15,NA
db49aecf1c42fd764ae54e0457d37105,b2da8a83177aef15616bd75cde5764c4,6566,Zika virus,FALSE,NA,781,Molecular (PCR etc),NA,2820,NA,NA,574,207,FALSE,Curaçao,2017,NA,26,Apr,NA,16,Dec,2015,149648,Disease-free baseline,0.735,0.265,Confirmed,2015-12-16,2017-04-26
db49aecf1c42fd764ae54e0457d37105,098436e4b710ea3a43b38527211fd684,6566,Zika virus,FALSE,NA,112,Molecular (PCR etc),NA,382,NA,NA,81,31,FALSE,Netherlands,2017,NA,26,Apr,Bonaire,17,Oct,2016,19179,Disease-free baseline,0.723,0.277,Confirmed,2016-10-17,2017-04-26
5352a4268ede225c0350f7e55942aefa,942ec4621c0757aaa66309d3ce7bbbed,6578,Zika virus,FALSE,NA,611,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Florencia,1,Jan,2015,181514,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,a94243a3b759b79974353764a62e050d,6578,Zika virus,FALSE,NA,103,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,San Vicente Del Caguan,1,Jan,2015,71704,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,18cdea70b75600d5c79cc30b764acb00,6578,Zika virus,FALSE,NA,83,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,San Jose Del Fragua,1,Jan,2015,15223,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,0680b400b07ebe3094ece7a24291e9f3,6578,Zika virus,FALSE,NA,75,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,El Doncello,1,Jan,2015,22267,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,8620929da90cd80c184d213d0357aece,6578,Zika virus,FALSE,NA,65,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,El Paujil,1,Jan,2015,21148,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,ead8bef5cd7be9c32a59fbdcc6a16d74,6578,Zika virus,FALSE,NA,29,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Montanita,1,Jan,2015,24140,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,b3a259b8e12d3ab99cdc1ce91048cff6,6578,Zika virus,FALSE,NA,26,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Belen De Los Andaquies,1,Jan,2015,11721,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,bbd977c232512f0529e36ebbef1ad657,6578,Zika virus,FALSE,NA,21,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,United States,2018,NA,24,Nov,Puerto Rico,1,Jan,2015,33623,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,7504a6fc7bed202231c6b686391d61bd,6578,Zika virus,FALSE,NA,13,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Solita,1,Jan,2015,9139,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,a64692d3260e8d94978e500adcab1558,6578,Zika virus,FALSE,NA,12,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Cartagena Del Chaira,1,Jan,2015,34953,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,381e2a0484be7dcd325a58c9ee7cba91,6578,Zika virus,FALSE,NA,9,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Morelia,1,Jan,2015,3892,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,bc147b9d8898e1cf804875cdba81be11,6578,Zika virus,FALSE,NA,7,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Milan,1,Jan,2015,11829,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,338bbe1af60e48e3d805141a9343cb1a,6578,Zika virus,FALSE,NA,5,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Albania,1,Jan,2015,6434,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,c506acca72a0b71bfc2d70d1bbf9e506,6578,Zika virus,FALSE,NA,5,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Valparaiso,1,Jan,2015,11772,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,b6f242ad2e1c3d504669172e659febae,6578,Zika virus,FALSE,NA,4,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Solano,1,Jan,2015,25074,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
5352a4268ede225c0350f7e55942aefa,468fe50e47a5a28f39f4e655bf423698,6578,Zika virus,FALSE,NA,2,Symptoms,NA,NA,NA,NA,NA,NA,FALSE,Colombia,2018,NA,24,Nov,Curillo,1,Jan,2015,11829,Unspecified,NA,NA,NA,2015-01-01,2018-11-24
e7963f751531feda1b7b2060b51a00f3,375cfd840a24f0d0ba49f9f63718d46d,6585,Zika virus,FALSE,NA,36390,Unspecified,NA,39717,NA,NA,NA,NA,FALSE,United States,2016,NA,31,Dec,Puerto Rico,1,Nov,2015,NA,NA,NA,NA,NA,2015-11-01,2016-12-31
c1c4e0952b64ee07d5f5cdd2f759f2b5,e398341da7b90c4d805a4d62b58afcca,6619,Zika virus,FALSE,NA,NA,Unspecified,NA,39331,NA,NA,NA,NA,FALSE,Brazil,2016,NA,NA,NA,Rio De Janeiro,NA,NA,2015,NA,Unspecified,NA,NA,NA,2015-01-15,2016-01-15
91683a9d7494b51cc013a40bf7481fd8,393a2272a87446748cfade7c011cc32d,6717,Zika virus,FALSE,NA,6987,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,Brazil,2018,NA,NA,Sep,Manaus,NA,Nov,2015,NA,Unspecified,NA,NA,NA,2015-11-15,2018-09-15
58a06f8906a19a123eeeeb256e564837,e23905a27cb005f293a41a3294426b60,6823,Zika virus,TRUE,NA,65726,Confirmed + Suspected,2336,NA,NA,NA,44133,21592,TRUE,NA,2016,8,2,Apr,Entire Country,9,Aug,2015,48203405,Disease-free baseline,0.671,0.329,Other,2015-08-09,2016-04-02
511b6f866d6e8777acc05ac17bfb3018,21ed4fc4638a24b5cbb2a527fb37825b,7289,Zika virus,FALSE,NA,214,Molecular (PCR etc),NA,2190,NA,NA,NA,NA,FALSE,Vietnam,2016,NA,NA,NA,Southern Vietnam,NA,NA,2016,NA,Unspecified,NA,NA,NA,2016-01-15,2016-01-15
c5e6c2b93317f3fee6a2bab05d1613b3,9fd47bfc25cdeb1b2213314118a19396,7760,Zika virus,FALSE,NA,NA,Unspecified,NA,5161,NA,NA,NA,NA,FALSE,Dominican Republic,2016,NA,NA,NA,NA,NA,NA,2015,NA,Disease-free baseline,NA,NA,NA,2015-01-15,2016-01-15
47d66ffebef4bd139988a92a7f7d0588,eb8f09764ff2dec4fcb3cb18a4fe2ec9,9777,Zika virus,FALSE,NA,1031,Molecular (PCR etc),NA,NA,NA,NA,NA,680,FALSE,United States,2018,NA,24,Jan,"St. Croix, St. John, St. Thomas",3,Jan,2016,NA,Disease-free baseline,0.66,NA,NA,2016-01-03,2018-01-24
47d66ffebef4bd139988a92a7f7d0588,aa4c2d579ff6df6e407ee53c08cffb7c,9777,Zika virus,FALSE,NA,257,Molecular (PCR etc),NA,NA,NA,NA,NA,NA,FALSE,United States,2018,NA,24,Jan,St. Croix,3,Jan,2016,NA,Disease-free baseline,NA,NA,NA,2016-01-03,2018-01-24
47d66ffebef4bd139988a92a7f7d0588,3be156bdf8f36b450fa1a32d94de199e,9777,Zika virus,FALSE,NA,89,Molecular (PCR etc),NA,NA,NA,NA,NA,NA,FALSE,United States,2018,NA,24,Jan,St. John,3,Jan,2016,NA,Disease-free baseline,NA,NA,NA,2016-01-03,2018-01-24
47d66ffebef4bd139988a92a7f7d0588,84047a8bb51b2c0e2d91a37c5fd74c0c,9777,Zika virus,FALSE,NA,685,Molecular (PCR etc),NA,NA,NA,NA,NA,NA,FALSE,United States,2018,NA,24,Jan,St. Thomas,3,Jan,2016,NA,Disease-free baseline,NA,NA,NA,2016-01-03,2018-01-24
75a42ee96ff1e00b9e856107ea4c1899,53b33466d0011ec5d212b127cd919e11,10495,Zika virus,FALSE,NA,78,Unspecified,NA,434,NA,NA,NA,NA,FALSE,Brazil,2017,NA,NA,Aug,"Salvador, Bahia",NA,May,2015,NA,NA,NA,NA,NA,2015-05-15,2017-08-15
32744905627fd74afdeb50bb0c0695c1,df176d8a60230971f92ae8929d9ec7f0,22561,Zika virus,FALSE,NA,148,Molecular (PCR etc),NA,467,NA,0,107,41,FALSE,Ecuador,2016,8,31,Aug,Portoviejo; Manabi,1,Jan,2016,NA,Unspecified,72.3,27.7,Confirmed,2016-01-01,2016-08-31
